cnpj;razao_social;nome_fantasia;end_logradouro;end_numero;end_complemento;end_bairro;mun_descricao;end_uf;end_cep;telefone1;telefone2;telefone3;qtde_func;faixa_faturamento;cnae;cnae_denominacao;pri_produto;e-mail;site;principal_executivo;cargo;cadastro;atualizacao;Endereço;geolocalizacao;latitude;longitude
07.305.883/0001-97;Sicbras Carbeto de Silicio do Brasil Ltda;Sicbras;Via Periferica Waldyr Beira;4499;;CIA Sul;Simoes Filho;BA;43700000;(71) 3594-2216;(71) 99667-6738;;125;25.000.001,00 a 50.000.000,00;C2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;Carbeto de silicio;leandro@sicbras.com.br;www.sicbras.com.br;Fernando Granha Nogueira;Socio Administrador;2007-03-21 00:00:00;2022-08-01 00:00:00;Via Periferica Waldyr Beira, 4499, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
00.075.017/0001-08;Quimil Industria e Comercio S/A;Quimil Comercial;Via Periferica II;2460;;CIA Sul;Simoes Filho;BA;43700971;(71) 3413-0800;(71) 3413-0801;;54;50.000.001,00 a 100.000.000,00;C2099199;Fabricação de outros produtos químicos não especificados anteriormente;Q-Clor, Q-CI, Q-Barrilha, Q-Hipo, Q-CL, Q-Hipo 65, Q-Fluor;adm@qclor.com.br;www.quimil.com.br;Antonio Mario Campelo;Presidente;2005-02-14 00:00:00;2021-11-08 00:00:00;Via Periferica II, 2460, CIA Sul, Simoes Filho, BA;Via Periférica 2, 2460, Simões Filho - BA, 43700-000, Brazil;-12.8104977;-38.44342109999999
07.239.845/0001-83;Nassau Industria e Comercio de Produtos de Limpeza e Transportes Ltda;Nassau;Via DICA, Anel III;S/N;Lt 05 Qd 11;CIA Sul;Simoes Filho;BA;43700000;(71) 3244-7762;(71) 99609-4228;;90;1.500.001,00 a 3.000.000,00;C2052500;Fabricação de desinfestantes domissanitários;Alvejante, Desinfetante, Agua sanitaria, Detergente;jose.damaso@itazul.com.br;;Jose de Carvalho Damaso;Socio Administrador;2005-04-19 00:00:00;2023-01-31 00:00:00;Via DICA, Anel III, S/N, Lt 05 Qd 11, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
39.340.746/0001-80;Industria de Moveis e Colchoes Baiana Ltda;B A Moveis;Acesso C;113;;CIA Sul;Simoes Filho;BA;43700000;(71) 3500-8380;;;20;720.001,00 a 1.500.000,00;C3101200;Fabricação de móveis com predominância de madeira;Estofado;contabilidadebaianao@gmail.com;;Rafael Bacetto;Socio Administrador;2021-11-23 00:00:00;;Acesso C, 113, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
03.164.510/0001-92;Quimbras Industria Quimica do Brasil Ltda;Quimbras Produtos Quimicos;Via de Penetracao C;553;;CIA Sul;Simoes Filho;BA;43700000;(71) 3199-2017;;;40;6.000.001,00 a 12.000.000,00;C2071100;Fabricação de tintas, vernizes, esmaltes e lacas;Tinta imobiliaria latex e acrilica, Tinta industrial, Verniz, esmalte e laca, Massa corrida latex e acrilica, Textura, Solvente, Argamassa, Impermeabilizante, Sabao em po, Sabao em barra, Agua sanitaria, Desinfetante, Detergente, Produtos de higiene pesso;quimbrasindustria@gmail.com;www.quimbras.ind.br;Robson Santos de Oliveira;Socio Administrador;2022-01-04 00:00:00;;Via de Penetracao C, 553, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
05.917.486/0008-17;Livetech da Bahia Industria e Comercio S/A;WDC;Via Urbana;4466;Terreo;CIA Sul;Simoes Filho;BA;43700000;(73) 3222-5250;(71) 98728-2845;(11) 3035-3777;321;1.000.000.001,00 a 9.999.999.999,00;C2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;Gerador fotovoltaico, Modem fibra optica;fiscal@wdcnet.com.br;https://ri.wdcnet.com.br;Vanderlei Rigatieri Junior;Presidente;2022-05-12 00:00:00;2023-02-02 00:00:00;Via Urbana, 4466, Terreo, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
15.216.482/0001-99;FE Intermodal Ltda;Guindastes Brasil Intermodal;Rod BR-324;S/N;Centro Empresarial;CIA Sul;Simoes Filho;BA;43700000;(71) 3295-4200;(71) 99133-6040;(71) 3219-2010;120;1.500.001,00 a 3.000.000,00;F4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Montagem industrial, Locacao de equipamento, Movimentacao de cargas onshore e offshore;comercial@logintermodais.com.br;www.logintermodais.com.br;Isabela Goncalves de Araujo Sousa;Socia Administradora;2021-07-09 00:00:00;2023-05-19 00:00:00;Rod BR-324, S/N, Centro Empresarial, CIA Sul, Simoes Filho, BA;Rodovia BR-324, S/N - Valéria, Simões Filho - BA, 43700-000, Brazil;-12.8571809;-38.4212909
35.523.294/0001-10;Magsac Nordeste Embalagens Ltda;;Via das Torres;657;;CIA Sul;Simoes Filho;BA;43700000;(19) 3459-6000;(71) 98195-7050;;14;25.000.001,00 a 50.000.000,00;C2222600;Fabricação de embalagens de material plástico;Embalagem plastica flexivel, Composto termoplastico;fiscal@magsac.com.br;www.magsac.com.br;Oswaldo Delfin Nogueira;Socio Administrador;2021-09-30 00:00:00;2023-06-20 00:00:00;Via das Torres, 657, CIA Sul, Simoes Filho, BA;Via das Torres, 657 - CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.8377349;-38.4285436
07.887.395/0004-88;Global Vision Pack Brasil Ltda;GVP Pallets;Via Centro;4284;Galpao 13;CIA Sul;Simoes Filho;BA;43700000;(62) 3932-3161;(62) 98200-5611;;28;3.000.001,00 a 6.000.000,00;C1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;Palete;controller@gvpbrasil.com.br;www.gvpbrasil.com.br;Helio Cesar Costa da Silva;CEO;2018-10-18 00:00:00;2022-10-31 00:00:00;Via Centro, 4284, Galpao 13, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
16.535.035/0001-65;E_Tech Manutencao Industrial Ltda;E_Tech Compressores;Via Periferica I;610;;CIA Sul;Simoes Filho;BA;43700000;(71) 3217-2379;(71) 98131-9171;;4;120.001,00 a 720.000,00;C3314704;Manutenção e reparação de compressores;Manutencao em compressores;contato@etechcompressores.com.br;www.etechcompressores.com.br;Edmar Santana Bemvindo ;Socio;2019-05-31 00:00:00;2023-05-25 00:00:00;Via Periferica I, 610, CIA Sul, Simoes Filho, BA;Simões Filho - State of Bahia, Brazil;-12.7863553;-38.40216119999999
91.671.578/0006-30;Killing S/A Tintas e Adesivos;;Via Urbana;1807;;CIA Sul;Simoes Filho;BA;43700000;(71) 3418-4520;;;40;25.000.001,00 a 50.000.000,00;C2091600;Fabricação de adesivos e selantes;Adesivo, Solvente;tatiana.santos@killing.com.br;www.killing.com.br;Milton Jose Killing ;Administrador;2019-08-06 00:00:00;2021-11-01 00:00:00;Via Urbana, 1807, CIA Sul, Simoes Filho, BA;Vila CIA Sul, 1807, Simões Filho - BA, 43700-000, Brazil;-12.8252263;-38.4057998
16.400.178/0002-40;Santeno Irrigacoes do Nordeste Ltda;Santeno Irrigacoes do Nordeste;Via DICA, Anel II;239;;CIA Sul;Simoes Filho;BA;43700000;(71) 3082-1301;(71) 98105-9661;;11;100.000.001,00 a 250.000.000,00;C2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;Composto de resina termoplastica;marlon@santeno.com.br;www.santeno.com.br;Marlon Santos Cardoso;Gerente Industrial;2019-10-08 00:00:00;2023-01-12 00:00:00;Via DICA, Anel II, 239, CIA Sul, Simoes Filho, BA;Via Dica Anel II - Vila CIA Sul, 239, Simões Filho - BA, 42801-401, Brazil;-12.8286527;-38.4077688
13.938.511/0001-09;Vetor Industria Quimica de Precisao Ltda;Vetor Quimica;Via Penetracao C;339;Centro Industrial de Aratu;CIA Sul;Simoes Filho;BA;43700000;(71) 3435-1482;;;40;6.000.001,00 a 12.000.000,00;C2071100;Fabricação de tintas, vernizes, esmaltes e lacas;Tinta, Verniz, esmalte e laca, Biocombustivel, Cola infantil, Corretivo, La de aco, Sabonete liquido, Selador, Vaselina, Vela, Tinta grafica e industrial, Tinta automotiva;admefiscal@vetor.ind.br;www.vetor.ind.br;Edvania de Jesus Santos;Socia Administradora;2019-11-21 00:00:00;2021-12-06 00:00:00;Via Penetracao C, 339, Centro Industrial de Aratu, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, 1994 - Lot. Recanto dos Eucaliptos, Simões Filho - BA, 43700-000, Brazil;-12.7836011;-38.412831
15.183.098/0023-42;Indeba Industria e Comercio Ltda;;Via das Torres;421;;CIA Sul;Simoes Filho;BA;43700000;(71) 2106-2106;(71) 2106-2110;;33;720.001,00 a 1.500.000,00;C2061400;Fabricação de sabões e detergentes sintéticos;Amaciante, Cera, Detergente em po, Detergente liquido;setorfiscal@indeba.com.br;;Juan Jose Rosario Lorenzo;Socio Administrador;2023-07-21 00:00:00;;Via das Torres, 421, CIA Sul, Simoes Filho, BA;Via das Torres, 421, Simões Filho - BA, 43700-000, Brazil;-12.8409872;-38.42855660000001
11.732.231/0001-06;Guindastes Brasil Locacoes de Equipamentos Ltda;Guindastes Brasil;Rodovia BR-324;832-C;Centro Empresarial BR-324;CIA Sul;Simoes Filho;BA;43700000;(71) 3393-2010;(71) 99701-8605;;300;100.000.001,00 a 250.000.000,00;F4399104;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;Locacao de equipamentos para movimentacao de transporte de cargas com operacao, Montagem de estrutura metalica, Montagem de estrutura pre-moldada, Instalacao e manutencao de cobertura de galpao, Instalacao e manutencao de painel luminoso;comercial@guindastesbrasil.com.br;www.guindastesbrasil.com.br;Cenira Goncalves Araujo Sousa;Diretora;2023-08-11 00:00:00;;Rodovia BR-324, 832-C, Centro Empresarial BR-324, CIA Sul, Simoes Filho, BA;Rod. Eng. Vasco Filho, 832 - c - Maracangalha, São Sebastião do Passé - BA, 43850-000, Brazil;-12.5891697;-38.5232655
46.467.439/0001-20;JKCM Vidros Ltda;JKCM Vidros;Acesso II BR-324;S/N;;CIA Sul;Simoes Filho;BA;43700000;(71) 98732-4178;;;30;1.500.001,00 a 3.000.000,00;C2311700;Fabricação de vidro plano e de segurança;Vidro temperado;karla@jkcm.com.br;;Josefa Karla Carmo Matos de Jesus;Socia Administrativa;2023-08-17 00:00:00;;Acesso II BR-324, S/N, CIA Sul, Simoes Filho, BA;Rodovia BR-324, S/N - Valéria, Simões Filho - BA, 43700-000, Brazil;-12.8571809;-38.4212909
10.572.047/0004-26;Logipallet - Industria & Comercio de Pallet Ltda;Logipallet;Via Periferica II;181;Galpao;CIA Sul;Simoes Filho;BA;43700000;(71) 3163-2616;(71) 99919-2616;;60;1.500.001,00 a 3.000.000,00;C1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;Palete;cotacao@distrapallet.com.br;;Celestino dos Santos Cabral;Socio Administrativo;2022-09-13 00:00:00;;Via Periferica II, 181, Galpao, CIA Sul, Simoes Filho, BA;Via Periférica 2, 181, Simões Filho - BA, 43700-000, Brazil;-12.82033;-38.43308450000001
37.010.728/0001-04;MR Solucoes Ambientais S.F. Ltda;MR Solucoes Ambientais;Via Centro;4284;;CIA Sul;Simoes Filho;BA;43700000;(71) 3055-1919;(71) 98112-5740;;24;1.500.001,00 a 3.000.000,00;E3822000;Tratamento e disposição de resíduos perigosos;Tratamento e disposicao de residuos perigosos;administrativo@marcaambiental.com.br;https://mrsolucoesambientais.com.br;Gustavo Lopes Almenara Ribeiro;Presidente;2023-10-05 00:00:00;;Via Centro, 4284, CIA Sul, Simoes Filho, BA;Via Centro, 4284, Simões Filho - BA, 43700-000, Brazil;-12.8196215;-38.4158574
59.791.962/0001-59;Engepack Embalagens Sao Paulo S/A;;Via Ipitanga;486;;CIA Sul;Simoes Filho;BA;43700000;(71) 2102-3459;(71) 2102-3461;(71) 2102-3420;138;50.000.001,00 a 100.000.000,00;C2222600;Fabricação de embalagens de material plástico;Preforma PET;fiscal@engepack.com.br;;Rui Flavio Alves Barreto;Socio Diretor;2023-11-20 00:00:00;;Via Ipitanga, 486, CIA Sul, Simoes Filho, BA;Via Ipitanga, 486 - Cia Sul, Simões Filho - BA, 43700-000, Brazil;-12.837892;-38.438659
15.194.590/0005-31;Corema Industria e Comercio Ltda;Corema;Via Centro;6650;;CIA Sul;Simoes Filho;BA;43700000;(71) 99184-5055;(71) 99184-5058;;14;720.001,00 a 1.500.000,00;C3011301;Construção de embarcações de grande porte;Construcao e manutencao de embarcacoes;coremabahia@estaleirocorema.com.br;;Fernando Santos Mata Virgem;Socio Administrador;2023-12-13 00:00:00;;Via Centro, 6650, CIA Sul, Simoes Filho, BA;Via Centro, Simões Filho - BA, 43700-000, Brazil;-12.8199377;-38.4146153
00.120.047/0002-70;T & A Construcoes Ltda;;Via do Horto;680;;CIA Sul;Simoes Filho;BA;43700000;(85) 3499-1500;(71) 3594-3700;;191;6.000.001,00 a 12.000.000,00;C2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;Laje, Canaleta, Viga, Meio-fio, Sapata;claurea@tea.com.br;;Jose Joaquim de Almeida Neto;Socio Administrador;2024-01-03 00:00:00;;Via do Horto, 680, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
05.166.536/0001-03;Embalo Sacos e Sacolas Plasticas Industria, Com, Imp e Exportacao Ltda;Embalo;Via Penetracao C;538;;CIA Sul;Simoes Filho;BA;43700000;(71) 3301-4086;;;5;720.001,00 a 1.500.000,00;C2222600;Fabricação de embalagens de material plástico;Saco de rafia;embaloplastico@hotmail.com;;Severino Pereira do Nascimento;Socio Administrador;2024-01-25 00:00:00;;Via Penetracao C, 538, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
34.284.965/0001-75;Embracer Empresa de Ceramica Ltda;Embracer Produtos Ceramicos;Rua Cidade de Belmonte;748;Galpao 02;CIA Sul;Simoes Filho;BA;43700000;(71) 99999-1234;(71) 3199-5252;;12;1.500.001,00 a 3.000.000,00;C2399199;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;Engobe refratario, Servico de moagem;embracer@embracer.ind.br;;Zelir Braz Thomasi;Socio Administrador;2024-01-25 00:00:00;;Rua Cidade de Belmonte, 748, Galpao 02, CIA Sul, Simoes Filho, BA;R. Cidade de Belmonte, 748, Salvador - BA, 43700-000, Brazil;-12.8322866;-38.3907421
43.505.539/0001-05;Vedamax Industria Ltda;Vedamax Industria;Rua Vivaldo Paim 1;1090;;CIA Sul;Simoes Filho;BA;43700000;(71) 98787-4259;;;4;120.001,00 a 720.000,00;C2330305;Preparação de massa de concreto e argamassa para construção;Argamassa;urbvieira@gmail.com;;Lucas Luan da Silva Vieira;Socio Administrador;2024-01-29 00:00:00;;Rua Vivaldo Paim 1, 1090, CIA Sul, Simoes Filho, BA;R. Vivaldo Pain, 1 - 1090, Simões Filho - BA, 43700-000, Brazil;-12.8371526;-38.3996005
09.410.326/0001-61;DMS Industria e Comercio de Refrigeracao Ltda;DMS Engenharia;Rua Cidade de Belmonte;834;;CIA Sul;Simoes Filho;BA;43700000;(71) 3215-2516;;;0;12.000.001,00 a 25.000.000,00;C2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;Equipamentos de refrigeracao, Porta frigorifica;roberta@dmsengenharia.com;https://www.dmsengenharia.com/;Deny Monteiro Fernandes;Socio Administrador;2024-02-15 00:00:00;;Rua Cidade de Belmonte, 834, CIA Sul, Simoes Filho, BA;R. Cidade de Belmonte, 834, Salvador - BA, 43700-000, Brazil;-12.8340266;-38.3904702
29.336.297/0001-42;Petronor Industria e Comercio Ltda;Maxlimp;Via Penetracao C;773;;CIA Sul;Simoes Filho;BA;43700000;(71) 98471-4371;;;15;120.001,00 a 720.000,00;C2052500;Fabricação de desinfestantes domissanitários;Desinfestante domissanitario;comercialpetronor@gmail.com;www.maxlimp.ind.br;Claudio Almeida de Brito;Socio Administrador;2024-02-22 00:00:00;;Via Penetracao C, 773, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
21.436.882/0001-02;Carbongreen Tecnologia Ambiental Ltda;Carbongreen;Via de Penetracao IV;798;Setor 01;CIA Sul;Simoes Filho;BA;43700000;(71) 98149-1937;;;22;12.000.001,00 a 25.000.000,00;C2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;Apara plastica, Flake, Resinas termoplasticas recicladas;comercial@carbongreenbr.com;www.carbongreenbr.com;Thiago Barbosa Lima;Diretor Financeiro;2022-10-11 00:00:00;;Via de Penetracao IV, 798, Setor 01, CIA Sul, Simoes Filho, BA;Vila CIA Sul, Simões Filho - BA, 43700-000, Brazil;-12.82923;-38.4081945
60.619.202/0009-03;Messer Gases Ltda;Messer Gases;Via Urbana;570;;Regio CIA Sul;Simoes Filho;BA;43700000;(11) 3594-1607;(11) 3594-1670;;15;1.500.001,00 a 3.000.000,00;C2014200;Fabricação de gases industriais;Oxigenio, Argonio, Nitrogenio, Gas carbonico, Gases hospitalares e industriais;tax.compliance@messer-br.com;www.messer-br.com;Scott Michael Latta;Presidente;2006-06-02 00:00:00;2023-08-21 00:00:00;Via Urbana, 570, Regio CIA Sul, Simoes Filho, BA;Simoes Filho, Simões Filho - State of Bahia, Brazil;-12.7862756;-38.402154
